Unit_Id,Annotation,Media_Unit-Annotation_Score,Expert,Trusted_Judgment,term1,b1,e1,term2,b2,e2,Unit,term1_UMLS
900052,cause,0.0949157996,0,0,ALLERGIC RHINITIS,178,194,FAMILY ATOPY,220,232,"The prevalences of current asthma, cumulative asthma and asthma like symptoms were found in 1.2, 1.0 and 25.0%, respectively, of the 20 44 years age group and the prevalences of ALLERGIC RHINITIS allergic dermatitis and FAMILY ATOPY were found in 14.5, 10.9, and 15.2%, respectively, in all age group.",ALLERGIC RHINITIS
900053,cause,0.4008918629,0,0,SPONTANEOUS ISCHEMIC COLITIS,88,115,COLONIC ISCHEMIA,64,80,"Evidence: ? A retrospective study showed that the ture of the COLONIC ISCHEMIA (i.e., SPONTANEOUS ISCHEMIC COLITIS versus ischemia related to shock from other disease) is predictive of mortality.",ISCHEMIC COLITIS
900054,cause,0,0,0,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,164,203,SEPSIS,207,213,"PCT and other calcitonin precursors in serum are present at less than 50 pg/ml in healthy individuals, but are highly elevated in serum where conditions leading to SYSTEMIC INFLAMMATORY RESPONSE SYNDROME or SEPSIS prevail",SYSTEMIC INFLAMMATORY RESPONSE SYNDROME
900055,cause,0.4264014327,0,0,ALLERGIES,71,80,HYPERSENSITIVITY,85,101,"Infectious causes of conjunctivitis should always be investigated, but ALLERGIES and HYPERSENSITIVITY also should be considered if the history is appropriate",ALLERGIES
900064,cause,0.2847473987,0,0,ALLERGIC VASCULITIS,114,132,CUTANEOUS ALLERGIC REACTIONS,73,101,"Hypersensitivity Reactions  Possible aphylactic or allergic reactions; CUTANEOUS ALLERGIC REACTIONS and serious ALLERGIC VASCULITIS often with purpura of extremities and extracutaneous involvement (e.g., rel.",ALLERGIC VASCULITIS
900071,cause,0.7548294124,1,1,DIABETIC KETOACIDOSIS,139,159,INSULIN DEPENDENT DIABETES,43,69,Alysis of the mortality of children with INSULIN DEPENDENT DIABETES in Moscow in the eighties revealed a very high specific incidence of DIABETIC KETOACIDOSIS the principal cause of lethal outcomes occurring in the period of the disease manifestation in more than a half of the alyzed cases.,DIABETIC KETOACIDOSIS
900074,cause,0.755928946,1,1,DIABETES MELLITUS,50,67,DIABETIC KETOACIDOSIS,77,97,Ratiole: ? A significant number of new cases of DIABETES MELLITUS begin as DIABETIC KETOACIDOSIS,DIABETIC KETOACIDOSIS
900076,cause,0.254000254,0,0,DIABETIC NEUROPATHY,95,113,DIABETES,54,62,The prerequisite condition includes: (1) diagnosed as DIABETES and (2) other neuropathies than DIABETIC NEUROPATHY can be excluded.,DIABETIC NEUROPATHY
900077,cause,0.6405126152,0,0,ATOPIC DISEASE,31,45,ALLERGIC RHINITIS AR,92,111,"Incidence and relative risk of ATOPIC DISEASE (atopic dermatitis; AD, bronchial asthma; BA, ALLERGIC RHINITIS AR) in Japanese infants and children in relation to their nutrition in infancy was alyzed from the data of the epidemiological survey which was conducted for 10,000 mothers of infants and children in 1993.",ALLERGIC RHINITIS
900083,cause,0.9271726499,0,1,ALLERGY,94,100,HYPERSENSITIVITY,124,140,These data support the hypothesis concerning a pathogenetic role of IFN in the development of ALLERGY of the immediate type HYPERSENSITIVITY,ALLERGY
900088,cause,0.8307471607,1,1,PERENNIAL ALLERGIC CONJUNCTIVITIS,99,131,OCULAR ALLERGY CONDITIONS,52,77,The ocular symptoms associated with the most common OCULAR ALLERGY CONDITIONS such as seasol and PERENNIAL ALLERGIC CONJUNCTIVITIS are twice as likely to affect the allergy sufferer rather than sal symptoms alone.,PERENNIAL ALLERGIC CONJUNCTIVITIS
900099,cause,0.9970544855,1,1,HYPERSENSITIVITY,4,19,ALLERGY,44,51,"The HYPERSENSITIVITY proved to be due to an ALLERGY to a reaction product, and the simultaneous presence of the preservatives 1,3,5 trihydroxyethylhexahydrotriazine and thymol was found to be necessary for the occurrence of a positive patch test reaction.",HYPERSENSITIVITY
900105,cause,0.4061384661,0,0,GRAVES' DISEASE,18,32,THYROTOXICOSIS,135,149,Thyrotoxicosis in GRAVES' DISEASE is often aggravated in early pregncy and this aggravation is associated with postpartum relapse of THYROTOXICOSIS.,GRAVES' DISEASE
900113,cause,0.9438798074,0,1,STEVENS-JOHNSON SYNDROME,104,128,HYPERSENSITIVITY REACTION,27,52,A patient presented with a HYPERSENSITIVITY REACTION to the aromatic anticonvulsants which evolved into STEVENS-JOHNSON SYNDROME and was complicated by the presence of adult respiratory distress syndrome,STEVENS-JOHNSON SYNDROME
900115,cause,0,0,0,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,20,58,SEPSIS,89,95,"Both the concept of SYSTEMIC INFLAMMATORY RESPONSE SYNDROME (SIRS) and the definition of SEPSIS as the systemic response to infection, have actually been overwhelming and its generalization is contributing on the better prognosis after treatment for the patients with sepsis and also on the pioneer researches in this field, using molecular biology techniques.",SYSTEMIC INFLAMMATORY RESPONSE SYNDROME
900119,cause,0,0,0,ASPHYXIATION,49,61,ASPHYXIA,65,73,asphyxiate    (                audio )  To cause ASPHYXIATION or ASPHYXIA,ASPHYXIATION
900125,cause,0.3922322703,0,0,ALLERGIC REACTIONS,40,57,ALLERGIES TO BEE AND,121,140,"In Switzerland, unlike other countries, ALLERGIC REACTIONS to ants are a rare phenomenon when compared to the well known ALLERGIES TO BEE AND wasp venom.",ALLERGIC REACTIONS
900132,cause,0.92998111,0,0,ALLERGIC REACTION,52,69,HYPERSENSITIVITY SYMPTOMS,118,143,"Although many foods have been described to cause an ALLERGIC REACTION, only a few are responsible for the majority of HYPERSENSITIVITY SYMPTOMS",ALLERGIC REACTION
900136,cause,0.1348399725,0,0,HYPERGLYCEMIC HYPEROSMOLAR NONKETOTIC COMA,67,108,DIABETIC KETOACIDOSIS,34,55,"Diabetic ketoacidosis: diagnosis, DIABETIC KETOACIDOSIS treatment, HYPERGLYCEMIC HYPEROSMOLAR NONKETOTIC COMA and maintence treatment after hyperglycemic crisis.",HYPEROSMOLAR NONKETOTIC COMA
900137,cause,0.3396831102,0,0,HYPEROSMOLAR NONKETOTIC COMA,52,79,DIABETIC KETOACIDOSIS,5,26,"Both DIABETIC KETOACIDOSIS (DKA) and hyperglycemic, HYPEROSMOLAR NONKETOTIC COMA (HHNC) are stressful metabolic occurrences brought about by the orchestration of numerous events.",HYPEROSMOLAR NONKETOTIC COMA
900138,cause,0.9647638212,0,1,DOG HYPERSENSITIVITY SYMPTOMS,89,117,DOG HYPERSENSITIVITY,89,109,"However, the children who were exposed to a dog at home during early childhood developed DOG HYPERSENSITIVITY SYMPTOMS significantly earlier and had DOG HYPERSENSITIVITY slightly more often than the subjects with a later exposure or no exposure to dog.",HYPERSENSITIVITY SYMPTOMS
900139,cause,0.6681531048,0,0,THYROTOXICOSIS,101,115,GRAVES' DISEASE,76,90,We previously reported that allergic rhinitis was an aggravating factor for GRAVES' DISEASE and that THYROTOXICOSIS relapsed 2 months after an allergic attack.,GRAVES' DISEASE
900149,cause,0.298142397,0,0,ALLERGIC RHINITIS,105,121,FAMILY ATOPIC HISTORY,55,76,"This entailed further alysis of their birth history, FAMILY ATOPIC HISTORY specific allergic diseases (ALLERGIC RHINITIS atopic dermatitis, asthma), hernia type (direct or indirect), the onset of chronic cough and asthma.",ALLERGIC RHINITIS
900150,cause,0.6741998625,0,0,TONGUE BASE HAMARTOMA,67,88,TUBEROUS SCLEROSIS,107,124,"To the best of our knowledge, this is the first reported case of a TONGUE BASE HAMARTOMA in a patient with TUBEROUS SCLEROSIS",TUBEROUS SCLEROSIS
900151,cause,1,1,1,DIABETIC NEUROPATHY,183,202,DIABETES,78,86,"The authors revealed that long-term compensation of diabetes, the duration of DIABETES and the biological age of the diabetics were statistically significant for the manifestation of DIABETIC NEUROPATHY",DIABETIC NEUROPATHY
900154,cause,0.5656854249,0,0,ALLERGIC ASTHMA,149,163,ALLERGIC REACTIONS,79,97,These results showed that STA 1 could effectively suppress the Der p 5 induced ALLERGIC REACTIONS and the availability of STA 1 for the treatment of ALLERGIC ASTHMA was demonstrated in this study.,ALLERGIC ASTHMA
900160,cause,0.8017837257,0,0,PROTEIN CALORIE MALNUTRITION,194,221,NUTRITIOL DEFICIENCIES,137,161,"Unfortutely the nutritiol adequacy of the postoperative diet has frequently been overlooked, and in the months to years that follow, NUTRITIOL DEFICIENCIES have become apparent, including PROTEIN CALORIE MALNUTRITION and various vitamin and mineral deficiencies contributing to medical illnesses and limiting optimal health.",CALORIE MALNUTRITION
900163,cause,0.8427009716,0,0,VERL KERATOCONJUNCTIVITIS,222,248,ALLERGY,337,344,"Allergic eye diseases are characterized by IgE mast cell mediated, as seen in allergic conjunctivitis; chronic mast cell activation and eosinophil/T lymphocyte mediated response, as seen in giant papillary conjunctivitis, VERL KERATOCONJUNCTIVITIS and atopic keratoconjunctivitis; or a T lymphocyte mediated response in contact ocular ALLERGY",VERL KERATOCONJUNCTIVITIS
900166,cause,0.0985329278,0,0,ATOPIC ECZEMA,97,109,ATOPIC DISEASES,43,58,"One suggestion for why some people develop ATOPIC DISEASES such as allergic rhinitis, asthma and ATOPIC ECZEMA is that there are alterations in their intestil microflora not seen in those without such conditions.",ATOPIC ECZEMA
900168,cause,0.1203858531,0,0,NONLUPUS MEMBRANOUS GLOMERULOPATHY,123,156,LUPUS MEMBRANOUS GLOMERULOPATHY,49,80,"Eleven rel biopsy specimens from patients with LUPUS MEMBRANOUS GLOMERULOPATHY (LMGN) and 16 from patients with primary (NONLUPUS MEMBRANOUS GLOMERULOPATHY (NLMGN) for whom light, electron microscopy and immunofluorescence microscopy, and full clinical data were available were examined quantitatively.",NONLUPUS
900172,cause,0.1961161351,0,0,ALLERGIC CONTACT DERMATITIS,15,42,HYPERSENSITIVITY REACTIONS,65,91,"In contrast to ALLERGIC CONTACT DERMATITIS however, drug induced HYPERSENSITIVITY REACTIONS of the skin have enormous variability with regard to their pathophysiological pathways, clinical signs of symptoms, severity, and the drugs which can elicit these reactions.",ALLERGIC CONTACT DERMATITIS
900174,cause,0.2,0,0,POLLENOSIS,213,223,ATOPIC ALLERGY,197,211,"As compared to normal persons, the content of serum IgE in the patients was significantly increased; the content of IgE in tuberculosis patients appeared as high as that in patients suffering from ATOPIC ALLERGY (POLLENOSIS, bronchial asthma",POLLENOSIS
900177,cause,0.583459966,0,0,ATOPIC DERMATITIS,77,94,ATOPIC,77,83,Sensitization to allergens of Japanese cedar pollen is known to cause canine ATOPIC DERMATITIS as approximately 10% of ATOPIC dogs in Japan were positive to the pollen allergen.,ATOPIC DERMATITIS
900178,cause,0.9965457582,0,1,ALLERGIC REACTIONS,84,102,(IODINE AND TROPOMYOSINE ALLERGY,141,173,"Physiological role and occurrence of iodine in the organism was reviewed, moreover, ALLERGIC REACTIONS caused by iodine containing chemicals (IODINE AND TROPOMYOSINE ALLERGY",ALLERGY
900179,cause,0.9931270663,0,1,ATOPIC DERMATITIS,0,16,ATOPIC DIATHESIS,56,72,ATOPIC DERMATITIS the dermatologic manifestation of the ATOPIC DIATHESIS has a variety of clinical presentations.,ATOPIC DERMATITIS
900181,cause,0.3939192986,0,0,ENDSTAGE REL FAILURE (ESRD,112,140,ANEMIA OF CHRONIC REL FAILURE,42,72,It has been approved for treatment of the ANEMIA OF CHRONIC REL FAILURE both in progressive rel failure and ENDSTAGE REL FAILURE (ESRD.,ANEMIA OF CHRONIC REL FAILURE
900184,cause,0.9438798074,1,1,DIURESIS ELECTROLYTE DEPLETION ALLERGIC REACTIONS,371,419,SULFA ALLERGY,438,450,"Some practitioners do, however, use digoxin in this setting Diuretic agents Furosemide (Lasix)  Inhibits sodium and chloride absorption in the proximal tubules, distal tubules, and loop of Henle, thereby leading to diuresis  Usual dose is 20 80 mg/d adjusted to achieve desired diuretic effect  Relief of edema or ascites in the setting of right heart failure  Excessive DIURESIS ELECTROLYTE DEPLETION ALLERGIC REACTIONS in patients with SULFA ALLERGY  Use with caution as excessive diuresis may precipitate hemodymic collapse.",ALLERGIC REACTIONS
900185,cause,0,0,0,MELE,73,79,GI BLEEDING,49,60,"91 , 251 ] bleeding events (bruising, epistaxis, GI BLEEDING, hematuria, MELE) reported [ 1 ] Monitor PT or other appropriate tests closely if used with warfarin; reduce anticoagulant dosage if necessary [ 1 , 61 , 62 , 68 , 91 , 251 ]   Anticonvulsants (carbamazepine, phenytoin",MELE
900186,cause,0.9970544855,1,1,DELAYED TYPE HYPERSENSITIVITY,68,97,NICKEL ALLERGY,0,13,NICKEL ALLERGY is manifested as contact allergic eczema elicited by DELAYED TYPE HYPERSENSITIVITY the reaction being mediated by T lymphocytes.,ALLERGY
900190,cause,0.8846517369,1,1,DIABETIC KETOACIDOSIS,12,33,DIABETES,90,98,We describe DIABETIC KETOACIDOSIS and transient severe insulin resistance in a woman with DIABETES who was treated with subcutaneous terbutaline infusion,DIABETIC KETOACIDOSIS
900192,cause,0.174077656,0,0,ATOPIC DERMATITIS,33,50,ATOPY,116,121,All siblings were diagnosed with ATOPIC DERMATITIS and participated in a standardized interview covering aspects of ATOPY and atopic dermatitis,ATOPIC DERMATITIS
900195,cause,0.6099942813,0,0,ATOPIC ECZEMA,75,88,ATOPIC DISEASES,11,26,"Like other ATOPIC DISEASES such as asthma and hay fever, the prevalence of ATOPIC ECZEMA has increased substantially over the last 30 years, for reasons largely unknown.",ATOPIC ECZEMA
900197,cause,0.2519763153,0,0,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,19,58,SEPSIS,0,6,SEPSIS refers to a SYSTEMIC INFLAMMATORY RESPONSE SYNDROME resulting from a microbial infection.,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME
900201,cause,0.9438798074,0,1,SUDDEN INFANT DEATH,25,44,SIDS,48,52,"The most common cause of SUDDEN INFANT DEATH is SIDS, defined as 'the sudden and unexpected death of an infant under 1 year of age, with onset of lethal episode apparently occurring during sleep, that remains unexplained after a thorough investigation including performance of a complete autopsy review of the circumstances of death and clinical history",SIDS
900203,cause,0.9271726499,0,1,SUBSET OF LUPUS ERYTHEMATOSUS,119,148,SUBACUTE CUTANEOUS LUPUS ERYTHEMATOSUS,19,56,Gilliam recognized SUBACUTE CUTANEOUS LUPUS ERYTHEMATOSUS (SCLE) as a lupus specific eruption that identifies a unique SUBSET OF LUPUS ERYTHEMATOSUS.,SUBACUTE CUTANEOUS LUPUS ERYTHEMATOSUS
900207,cause,0.9918365981,1,1,DIABETIC AUTONOMIC NEUROPATHY,40,69,DIABETES MELLITUS,118,135,"In view of clinical reports implicating DIABETIC AUTONOMIC NEUROPATHY as the cause of gastrointestil dysfunction in DIABETES MELLITUS, neurochemical and histochemical techniques were used to study changes in the innervation of the gut",DIABETIC AUTONOMIC NEUROPATHY
900209,cause,0.1162476387,0,0,ATOPIC DERMATITIS,165,182,ATOPY,136,141,"A questionire was used to obtain information about respiratory illnesses (pneumonia, bronchitis, bronchiolitis, sinusitis and croup); ATOPY (allergic rhinitis and ATOPIC DERMATITIS) and familial allergic diseases (parental asthma and atopy",ATOPIC DERMATITIS
900211,cause,0.5,0,0,ALLERGIC CONJUNCTIVITIS,60,82,ATOPIC CONDITIONS,0,17,"ATOPIC CONDITIONS include allergic rhinitis, atopic eczema, ALLERGIC CONJUNCTIVITIS and asthma.",ALLERGIC CONJUNCTIVITIS
900213,cause,0.9974586998,0,1,DEFICIENCY OF SULFUR AMINO,0,26,PROTEIN CALORIE MALNUTRITION,85,112,DEFICIENCY OF SULFUR AMINO acids occurs in certain pathophysiological states such as PROTEIN CALORIE MALNUTRITION,CALORIE MALNUTRITION
900218,cause,0.8366600265,1,1,GASTROINTESTIL BLEEDING,26,51,MELE,93,99,We report a rare cause of GASTROINTESTIL BLEEDING in a 5-year-old boy with hematemesis and MELE for a month,MELE
900220,cause,0.1601281538,0,0,GYRATE ATROPHY,156,170,HYPERORNITHINEMIA,90,107,"Gamma-glutamylornithine has been identified in urine from patients with the HHH syndrome (HYPERORNITHINEMIA, hyperammonemia and homocitrullinuria) and with GYRATE ATROPHY associated with hyperornithinemia",GYRATE ATROPHY
900221,cause,0.214422507,0,0,ASPHYXIATION,100,111,ASPHYXIA,100,108,"Comparison with 2,901 controls, and mutual comparison of categories, showed that suicides involving ASPHYXIATION were closely associated with ASPHYXIA at birth, suicides by violent mechanical means were associated with mechanical birth trauma and drug addiction was associated with opiate and/or barbiturate administration to mothers during labor.",ASPHYXIATION
900222,cause,0.5039526307,0,0,DELAYED TYPE HYPERSENSITIVITIES,106,137,WORK RELATED ALLERGY,61,81,"In this chapter, various methods of protecting a worker from WORK RELATED ALLERGY including immediate and DELAYED TYPE HYPERSENSITIVITIES are considered and reviewed.",ALLERGY
900224,cause,0.9722718241,1,1,MECONIUM PERITONITIS,0,19,BOWEL PERFORATION,70,87,MECONIUM PERITONITIS is a chemical peritonitis which occurs following BOWEL PERFORATION during fetal life.,MECONIUM PERITONITIS
900230,cause,0.2264554068,0,0,HEMORRHAGIC SHOCK,9,26,HYPOVOLEMIA,30,41,"Signs of HEMORRHAGIC SHOCK or HYPOVOLEMIA out of proportion to degree of vagil bleeding suggest abruptio placentae, as do DIC and uterine irritability and tenderness",HEMORRHAGIC SHOCK
900231,cause,0,0,0,ATOPIC DERMATITIS,150,166,ATOPIC WINTER FEET,171,189,When comparing 1% hydrocortisone in a stabilized 10% urea cream with 0.1% betamethasone 17 valerate cream in a double blind study on 49 patients with ATOPIC DERMATITIS or ATOPIC WINTER FEET betamethasone cream was found to be the most potent.,ATOPIC DERMATITIS
